N_DISC,treatment_value_idx,T,EPOs_1,EPOs_2,true_effect
24,12,0.4648621380329132,-1.348231554031372,-1.3698033094406128,-0.8216758723775608
24,13,0.4803203344345093,-0.7347531318664551,-0.7050786018371582,-0.8452868570333791
24,14,0.49618226289749146,-1.2579681873321533,-1.2112220525741577,-0.8692661067879452
24,15,0.5118478536605835,-0.7601314783096313,-0.752777099609375,-0.8927015946726939
24,16,0.5305610299110413,-1.0331742763519287,-1.0968832969665527,-0.9203745565919501
24,17,0.5491359233856201,-0.8622527122497559,-0.7767091989517212,-0.9474967155949514
24,18,0.5707482099533081,-1.2149654626846313,-1.2330524921417236,-0.9786196603241635
24,19,0.5910685062408447,-0.9476969838142395,-0.9021931886672974,-1.0074560229467977
24,20,0.6170763969421387,-0.6091848611831665,-0.6986207365989685,-1.0437611540527314
24,21,0.6474690437316895,-1.2668073177337646,-1.2969225645065308,-1.0853300061679647
24,22,0.6906116008758545,-0.8280808925628662,-0.6627596616744995,-1.1427510101195537
24,23,0.7884124517440796,-0.5867851376533508,,-1.2660278064556039
25,0,0.12668879330158234,,-0.2897190451622009,-0.24535256142905915
25,1,0.2118283212184906,-0.6011630296707153,-0.6085382699966431,-0.4012210236018592
25,2,0.25577685236930847,-1.061194658279419,-1.085650086402893,-0.47884280563464143
25,3,0.288909912109375,-0.89190673828125,-0.7942525744438171,-0.5360853555612266
25,4,0.3139283061027527,-0.7627698183059692,-0.7574800252914429,-0.5785811215192336
25,5,0.3362129032611847,-0.9327284097671509,-0.9304402470588684,-0.615906248362712
25,6,0.3565567135810852,-0.7330821752548218,-0.7131339907646179,-0.6495470821622984
25,7,0.375309556722641,-0.6618647575378418,-0.6644600033760071,-0.6801904817616093
25,8,0.3915400505065918,-0.9958490133285522,-0.9988152384757996,-0.7064282954378314
25,9,0.4057534337043762,-0.7802109718322754,-0.7175474166870117,-0.7291889429273066
25,10,0.42219820618629456,-0.3285563588142395,-0.3280857801437378,-0.7552707497191267
25,11,0.4408451020717621,-1.0365558862686157,-1.0480715036392212,-0.784518002133193
25,12,0.45783329010009766,-1.4409763813018799,-1.5261108875274658,-0.8108609194382552
25,13,0.47158002853393555,-0.8359298706054688,-0.8761647939682007,-0.8319661954118374
25,14,0.4872136116027832,-0.9778426885604858,-0.9465967416763306,-0.8557386715400526
25,15,0.5016516447067261,-1.2847059965133667,-1.2149255275726318,-0.8774761030949705
25,16,0.5181311964988708,-0.6701154112815857,-0.7012291550636292,-0.9020324246050659
25,17,0.5359134674072266,-1.0302846431732178,-1.0538580417633057,-0.9282253125402349
25,18,0.5552517771720886,-0.8401133418083191,-0.7783900499343872,-0.9563512863177959
25,19,0.5749090909957886,-1.2324951887130737,-1.2228364944458008,-0.9845579505367752
25,20,0.5952855348587036,-0.9960869550704956,-0.9717279672622681,-1.0133886357114008
25,21,0.6214114427566528,-0.4986146092414856,-0.5530433654785156,-1.0497467949188533
25,22,0.6506624221801758,-1.292048692703247,-1.2683579921722412,-1.089644050541665
25,23,0.6948693990707397,-0.8354166150093079,-0.6941326260566711,-1.148317057259014
25,24,0.7913056015968323,-0.5291339159011841,,-1.2695289256344022
