N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
17,0,,-1.570961833000183,3.5
17,1,3.3244006633758545,4.588734149932861,3.6875
17,2,3.5866870880126953,3.2969298362731934,3.875
17,3,3.8685474395751953,4.020552635192871,4.0625
17,4,3.867149829864502,3.8400015830993652,4.25
17,5,4.303649425506592,4.21319580078125,4.4375
17,6,4.568678855895996,4.670193672180176,4.625
17,7,4.67185115814209,4.601016521453857,4.8125
17,8,4.99711275100708,4.991805553436279,5.0
17,9,5.068876266479492,5.117157936096191,5.1875
17,10,5.28427267074585,5.342741966247559,5.375
17,11,5.57423210144043,5.764005661010742,5.5625
17,12,5.483888149261475,5.819602966308594,5.75
17,13,6.492883205413818,6.098396301269531,5.9375
17,14,5.568366527557373,4.515964508056641,6.125
17,15,5.166835784912109,6.7470221519470215,6.3125
17,16,11.621125221252441,,6.5
18,0,,-1.570961833000183,3.5
18,1,3.3244006633758545,4.5741448402404785,3.676470588235294
18,2,3.799389362335205,2.8259785175323486,3.8529411764705883
18,3,3.579256057739258,3.7703256607055664,4.029411764705882
18,4,3.9928221702575684,4.352675437927246,4.205882352941177
18,5,4.49527645111084,4.165682792663574,4.382352941176471
18,6,4.398208141326904,4.431921482086182,4.5588235294117645
18,7,4.457601547241211,4.4474968910217285,4.735294117647059
18,8,4.8518757820129395,4.888953685760498,4.911764705882353
18,9,5.10842752456665,5.084712505340576,5.088235294117647
18,10,5.0057878494262695,5.066921710968018,5.264705882352941
18,11,5.629680633544922,5.829962730407715,5.4411764705882355
18,12,5.646284103393555,5.639172554016113,5.617647058823529
18,13,5.470283508300781,5.751065731048584,5.794117647058823
18,14,6.463761329650879,6.167623996734619,5.970588235294118
18,15,5.635893821716309,4.64473819732666,6.147058823529411
18,16,5.417637348175049,6.7470221519470215,6.323529411764706
18,17,11.621125221252441,,6.5
19,0,,-1.6407312154769897,3.5
19,1,3.5672976970672607,4.857502460479736,3.6666666666666665
19,2,4.154836654663086,3.0562527179718018,3.8333333333333335
19,3,3.6301512718200684,3.7325873374938965,4.0
19,4,3.817063808441162,4.218902111053467,4.166666666666667
19,5,4.449425220489502,4.182992458343506,4.333333333333333
19,6,4.228123664855957,4.134822845458984,4.5
