N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
22,16,2.4433116912841797,2.4642727375030518,2.4471005963519024
22,17,2.6371848583221436,2.6985580921173096,2.6000443836238967
22,18,2.9103715419769287,2.80578351020813,2.75298817089589
22,19,3.1979916095733643,3.2394282817840576,2.9059319581678844
22,20,3.4546704292297363,3.4772493839263916,3.0588757454398783
22,21,4.326912879943848,,3.211819532711872
23,0,,-1.030553936958313,0.0
23,1,-0.058976199477910995,-0.07541932910680771,0.14599179694144873
23,2,0.2701413631439209,0.2549870014190674,0.29198359388289746
23,3,0.5508307814598083,0.526903510093689,0.43797539082434617
23,4,0.6773257255554199,0.678864061832428,0.5839671877657949
23,5,0.7802807092666626,0.8325915932655334,0.7299589847072436
23,6,1.3144655227661133,1.2395124435424805,0.8759507816486923
23,7,0.936743438243866,0.8645650744438171,1.021942578590141
23,8,1.1458609104156494,1.1385635137557983,1.1679343755315899
23,9,1.5380462408065796,1.5058965682983398,1.3139261724730387
23,10,1.461317777633667,1.5502760410308838,1.4599179694144873
23,11,1.7817621231079102,1.7289605140686035,1.605909766355936
23,12,1.9186779260635376,1.9421130418777466,1.7519015632973847
23,13,1.8132071495056152,1.7550959587097168,1.8978933602388337
23,14,2.1051979064941406,2.133321762084961,2.043885157180282
23,15,2.1106739044189453,2.2485227584838867,2.189876954121731
23,16,2.2170958518981934,2.1105105876922607,2.3358687510631797
23,17,2.5268683433532715,2.57709002494812,2.4818605480046285
23,18,2.6766715049743652,2.6803154945373535,2.6278523449460773
23,19,3.037259578704834,2.887072801589966,2.773844141887526
23,20,3.1250035762786865,3.1858386993408203,2.9198359388289745
23,21,3.5353667736053467,3.5141539573669434,3.0658277357704233
23,22,4.332245349884033,,3.211819532711872
